SpeakerID,Filename,SNR_dB
5b17c,5b17c_EN-OL-RC-538_1.wav,20.29
5d41c,5d41c_EN-OL-RC-538_1.wav,36.05
5a23a,5a23a_EN-OL-RC-538_2.wav,21.76
5a23a,5a23a_EN-OL-RC-538_1.wav,19.97
4a48k,4a48k_EN-OL-RC-426_2.wav,22.78
5b27c,5b27c_EN-OL-RC-538_1.wav,15.47
4c31a,4c31a_EN-OL-RC-426_1.wav,16.03
3b7b,3b7b_EN-OL-RC-234_1.wav,26.31
3b7b,3b7b_EN-OL-RC-234_2.wav,28.38
5b10g,5b10g_EN-OL-RC-538_2.wav,17.61
5b10g,5b10g_EN-OL-RC-538_1.wav,25.75
5c29a,5c29a_EN-OL-RC-538_1.wav,26.76
4a39d,4a39d_EN-OL-RC-426_2.wav,94.4
4b10b,4b10b_EN-OL-RC-426_1.wav,23.83
5b30c,5b30c_EN-OL-RC-538_1.wav,17.32
3b11b,3b11b_EN-OL-RC-234_1.wav,38.28
3b11b,3b11b_EN-OL-RC-234_2.wav,36.84
4a19a,4a19a_EN-OL-RC-426_2.wav,20.17
3b5a,3b5a_EN-OL-RC-234_1.wav,16.45
3b5a,3b5a_EN-OL-RC-234_2.wav,23.62
3c4g,3c4g_EN-OL-RC-234_1.wav,31.94
5a4c,5a4c_EN-OL-RC-538_2.wav,75.0
5a4c,5a4c_EN-OL-RC-538_1.wav,63.21
5b7f,5b7f_EN-OL-RC-538_1.wav,31.89
5b7f,5b7f_EN-OL-RC-538_2.wav,38.27
4a35f,4a35f_EN-OL-RC-426_2.wav,61.42
3b18k,3b18k_EN-OL-RC-234_1.wav,24.04
4a30g,4a30g_EN-OL-RC-426_2.wav,21.71
4a30g,4a30g_EN-OL-RC-426_1.wav,19.52
5a21k,5a21k_EN-OL-RC-538_1.wav,72.77
5a21k,5a21k_EN-OL-RC-538_2.wav,90.82
3b11g,3b11g_EN-OL-RC-234_1.wav,17.52
4a31f,4a31f_EN-OL-RC-426_1.wav,29.17
4a31f,4a31f_EN-OL-RC-426_2.wav,27.45
5b24c,5b24c_EN-OL-RC-538_1.wav,22.69
5b24c,5b24c_EN-OL-RC-538_2.wav,25.06
3b3b,3b3b_EN-OL-RC-234_2.wav,32.79
3b3b,3b3b_EN-OL-RC-234_1.wav,27.7
3b49a,3b49a_EN-OL-RC-234_1.wav,16.69
5a12d,5a12d_EN-OL-RC-538_2.wav,100.0
5b36b,5b36b_EN-OL-RC-538_1.wav,24.95
5c42g,5c42g_EN-OL-RC-538_1.wav,23.14
5c42g,5c42g_EN-OL-RC-538_2.wav,21.0
3a36b,3a36b_EN-OL-RC-234_2.wav,51.52
4b26g,4b26g_EN-OL-RC-426_1.wav,47.17
5b11a,5b11a_EN-OL-RC-538_1.wav,20.51
4b41g,4b41g_EN-OL-RC-426_2.wav,40.46
4b41g,4b41g_EN-OL-RC-426_1.wav,30.37
5a30c,5a30c_EN-OL-RC-538_2.wav,41.5
5a30c,5a30c_EN-OL-RC-538_1.wav,28.95
4b3b,4b3b_EN-OL-RC-426_2.wav,17.11
5b6f,5b6f_EN-OL-RC-538_2.wav,24.66
5b17b,5b17b_EN-OL-RC-538_1.wav,24.03
4c17g,4c17g_EN-OL-RC-426_1.wav,22.58
3a41k,3a41k_EN-OL-RC-234_1.wav,22.15
3a41k,3a41k_EN-OL-RC-234_2.wav,47.2
5a42c,5a42c_EN-OL-RC-538_1.wav,29.81
5a42c,5a42c_EN-OL-RC-538_2.wav,24.78
4b19k,4b19k_EN-OL-RC-426_2.wav,17.03
5a48c,5a48c_EN-OL-RC-538_2.wav,29.43
5a48c,5a48c_EN-OL-RC-538_1.wav,28.28
5a18j,5a18j_EN-OL-RC-538_2.wav,22.21
5a18j,5a18j_EN-OL-RC-538_1.wav,22.11
3d32g,3d32g_EN-OL-RC-234_2.wav,16.29
3d32g,3d32g_EN-OL-RC-234_1.wav,16.85
5b41h,5b41h_EN-OL-RC-538_1.wav,17.65
5c3c,5c3c_EN-OL-RC-538_1.wav,82.84
5c3c,5c3c_EN-OL-RC-538_2.wav,93.92
5b37a,5b37a_EN-OL-RC-538_1.wav,25.75
5b37a,5b37a_EN-OL-RC-538_2.wav,31.02
3a21f,3a21f_EN-OL-RC-234_1.wav,60.45
5d38g,5d38g_EN-OL-RC-538_1.wav,21.51
5a24f,5a24f_EN-OL-RC-538_2.wav,16.57
3a36g,3a36g_EN-OL-RC-234_2.wav,18.65
